Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size,exposed_endpoints,attack_path_exposure,ROA,risk,shortest_path_variability
mtd_ai,200,0.0051218302123488425,0.2727272727272727,1188.8300177884767,0.01,25,5,0.21874603174603172,0.51951174692589,2.328925629286742,0.0
mtd_ai,200,0.0051218302123488425,0.2608695652173913,2503.033378482577,0.02,25,5,0.21874603174603172,0.51951174692589,2.328925629286742,0.0
mtd_ai,200,0.005122719000596182,0.2,1543.279679633271,0.01,25,5,0.20798809523809528,0.383757393442524,1.4932691056289866,0.0
mtd_ai,200,0.005122719000596182,0.3157894736842105,1804.3904742373998,0.02,25,5,0.20798809523809528,0.383757393442524,1.4932691056289866,0.0
mtd_ai,200,0.005122719000596182,0.375,2240.3452997871277,0.03,25,5,0.20798809523809528,0.383757393442524,1.4932691056289866,0.0
mtd_ai,200,0.00521329945457284,0.2727272727272727,903.2406990883319,0.01,25,5,0.21167063492063495,1.3528101410653675,3.8717928908775203,0.0
mtd_ai,200,0.00521329945457284,0.3333333333333333,1467.644582617386,0.02,25,5,0.21167063492063495,1.3528101410653675,3.8717928908775203,0.0
mtd_ai,200,0.00521329945457284,0.3103448275862069,2331.5050359086126,0.03,25,5,0.21167063492063495,1.3528101410653675,3.8717928908775203,0.0
mtd_ai,200,0.005212929739629786,0.2727272727272727,890.3047510776828,0.01,25,5,0.2197486772486773,35.16422960011086,8.14320728914757,0.0
mtd_ai,200,0.005212929739629786,0.35294117647058826,1308.3182223969977,0.02,25,5,0.2197486772486773,35.16422960011086,8.14320728914757,0.0
mtd_ai,200,0.005212929739629786,0.3333333333333333,2234.7566768955708,0.03,25,5,0.2197486772486773,35.16422960011086,8.14320728914757,0.0
mtd_ai,200,0.005122823057709368,0.17647058823529413,1518.99616345991,0.01,25,5,0.21609523809523812,0.34323553797532025,0.9208909358907825,0.0
