Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size
NoMTD,100,0,0.9,5116.161315075561,0.6,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,100,0,0.9051724137931034,5597.204501783239,0.7,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,100,0,0.8695652173913043,6171.875615800979,0.8,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,100,0,0.625,2517.774376535125,0.1,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,100,0,0.7692307692307693,3916.453192436996,0.2,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,100,0,0.7894736842105263,5001.910851935937,0.3,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,100,0,0.8,5897.983201363784,0.4,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,100,0,0.8333333333333334,6410.954805330482,0.5,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,100,0,0.8333333333333334,7000.575252641745,0.6,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,100,0,0.8536585365853658,7292.01426145048,0.7,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,100,0,0.8695652173913043,7956.726939441243,0.8,100,5,0.4361865079365079,0.902524359249812,3.9306614413785144,0
NoMTD,200,0,0.625,640.3809754298181,0.1,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.7142857142857143,1109.730916023353,0.2,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.8333333333333334,1520.6530514285282,0.3,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.7692307692307693,2199.320724592214,0.4,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.8333333333333334,2309.5261600290305,0.5,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.7894736842105263,2673.2380849049105,0.6,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.8333333333333334,2790.6321098542567,0.7,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.8333333333333334,2976.630013112021,0.8,25,5,0.8298095238095239,0.13063996879745768,0.5024660125630671,0
NoMTD,200,0,0.625,896.7829592905113,0.1,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.7692307692307693,1739.6179837860611,0.2,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.8333333333333334,2194.8825128204594,0.3,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.8695652173913043,2737.8617235888287,0.4,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.8928571428571429,3062.517100430473,0.5,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.9090909090909091,3480.9902561265385,0.6,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.9210526315789473,3643.452287250989,0.7,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.9090909090909091,3906.0922610569914,0.8,50,5,0.6256746031746032,0.48521280802584016,1.958288070119303,0
NoMTD,200,0,0.8333333333333334,1376.4976661288058,0.1,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.8823529411764706,2337.494041932425,0.2,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.9375,2769.674442872733,0.3,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.9375,3399.7292449816678,0.4,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.9615384615384616,3839.8059247341907,0.5,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.9574468085106383,4340.03419064353,0.6,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.9051724137931034,5206.4689458298735,0.7,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.9090909090909091,5518.224591243331,0.8,75,5,0.49032275132275155,7.8863621305689815,8.30898862863322,0
NoMTD,200,0,0.625,2361.0240960777046,0.1,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,200,0,0.7692307692307693,3282.5751909426954,0.2,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,200,0,0.8333333333333334,4219.819415077677,0.3,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,200,0,0.8695652173913043,4984.533694212523,0.4,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,200,0,0.8928571428571429,5872.52032935596,0.5,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,200,0,0.9090909090909091,6434.482926793962,0.6,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,200,0,0.8974358974358975,7084.40093099876,0.7,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,200,0,0.898876404494382,7542.5242873481675,0.8,100,5,0.4361865079365079,0.7240944843040973,2.4943554697483763,0
NoMTD,100,0,0.625,650.8786161034299,0.1,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.7142857142857143,1024.7467700237487,0.2,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.75,1345.3493303005177,0.3,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.7142857142857143,2043.4457399507282,0.4,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.78125,2190.182632328286,0.5,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.75,2541.6739485470175,0.6,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.7954545454545454,2856.5025455904465,0.7,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.8,3019.5066206237643,0.8,25,5,0.8298095238095239,0.07926655698866705,0.14721895935864968,0
NoMTD,100,0,0.45454545454545453,1049.1494127611122,0.1,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.5,1729.1256928325543,0.2,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.6,2390.7395264181528,0.3,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.6666666666666666,2900.004850634858,0.4,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.7142857142857143,3101.9480084715397,0.5,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.75,3526.067487098827,0.6,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.7777777777777778,3695.7917353198027,0.7,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.7843137254901961,3957.8885306216716,0.8,50,5,0.6256746031746032,0.14116012803470762,0.5100963728796647,0
NoMTD,100,0,0.8333333333333334,1296.7472983862308,0.1,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.8823529411764706,2300.7459848581466,0.2,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.9,2751.8994979360073,0.3,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.9090909090909091,3270.787750368387,0.4,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.8928571428571429,4220.998439996555,0.5,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.8823529411764706,5113.244318355646,0.6,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.9051724137931034,5429.98611275357,0.7,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.8695652173913043,5870.054159284,0.8,75,5,0.49032275132275155,0.013142200979838137,0.056638022517949506,0
NoMTD,100,0,0.6666666666666666,2648.6621915935275,0.1,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,100,0,0.7407407407407407,3588.0928516710583,0.2,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,100,0,0.7894736842105263,4500.317782471563,0.3,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,100,0,0.8333333333333334,5218.850509211922,0.4,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,100,0,0.8620689655172413,5841.325262191448,0.5,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,100,0,0.8823529411764706,6298.414183885199,0.6,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,100,0,0.875,6829.616730127886,0.7,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,100,0,0.8888888888888888,7256.854546523369,0.8,100,5,0.4361865079365079,4.021269362728854,3.3643671191673716,0
NoMTD,200,0,0.2777777777777778,1114.603212444031,0.1,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.4166666666666667,1433.8765339762565,0.2,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.5,1811.0467278070953,0.3,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.5263157894736842,2222.696166776329,0.4,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.5952380952380952,2378.6926232486103,0.5,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.6,2978.6608877448116,0.6,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.6481481481481481,3126.9982569772615,0.7,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.6666666666666666,3412.6856346583154,0.8,25,5,0.8298095238095239,7.900853473438304,6.1036917158775355,0
NoMTD,200,0,0.625,1129.108190001024,0.1,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.7692307692307693,1456.779043694387,0.2,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.7894736842105263,2138.1021951203434,0.3,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.8333333333333334,2733.147022805554,0.4,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.8620689655172413,3032.0799076125963,0.5,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.8823529411764706,3524.048171634816,0.6,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.875,3781.3366515428133,0.7,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.7843137254901961,4250.825862580929,0.8,50,5,0.6256746031746032,0.8673103033409437,2.60807052868013,0
NoMTD,200,0,0.6818181818181818,1422.0570286598806,0.1,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.7894736842105263,2362.908825385586,0.2,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.8653846153846154,3487.5832782750203,0.3,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.8823529411764706,4015.196920450977,0.4,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.9146341463414634,4566.351766227851,0.5,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.8823529411764706,5212.889685831271,0.6,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.860655737704918,5634.269536799626,0.7,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.8695652173913043,5950.537597456314,0.8,75,5,0.49032275132275155,0.3210299194779359,1.0113917997201272,0
NoMTD,200,0,0.625,2531.54889877186,0.1,100,5,0.4361865079365079,0.9545864228809203,3.333758224068454,0
NoMTD,200,0,0.7142857142857143,4119.1991745813975,0.2,100,5,0.4361865079365079,0.9545864228809203,3.333758224068454,0
