Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size,exposed_endpoints,attack_path_exposure,ROA,risk,shortest_path_variability
mtd_ai,200,0.005038497310322486,0.375,1819.6446542546041,0.05,150,5,0.19314285714285717,0.4154626437290096,1.4581361916546929,0.0
mtd_ai,200,0.005038497310322486,0.46875,2603.7099759128114,0.1,150,5,0.19314285714285717,0.4154626437290096,1.4581361916546929,0.0
mtd_ai,200,0.005038497310322486,0.45,3890.0849993825236,0.15,150,5,0.19314285714285717,0.4154626437290096,1.4581361916546929,0.0
mtd_ai,200,0.005038497310322486,0.45454545454545453,4675.11272708531,0.2,150,5,0.19314285714285717,0.4154626437290096,1.4581361916546929,0.0
mtd_ai,200,0.005038497310322486,0.35377358490566035,6487.343564555256,0.25,150,5,0.19314285714285717,0.4154626437290096,1.4581361916546929,0.0
mtd_ai,200,0.005057004238355185,0.25862068965517243,3094.8567633265975,0.05,150,5,0.14666666666666667,0.1139389697680026,0.49431709613895713,0.0
mtd_ai,200,0.005057004238355185,0.3191489361702128,5121.071723335906,0.1,150,5,0.14666666666666667,0.1139389697680026,0.49431709613895713,0.0
mtd_ai,200,0.005057004238355185,0.3629032258064516,6037.929608149721,0.15,150,5,0.14666666666666667,0.1139389697680026,0.49431709613895713,0.0
mtd_ai,200,0.005057004238355185,0.38461538461538464,6814.590527032782,0.2,150,5,0.14666666666666667,0.1139389697680026,0.49431709613895713,0.0
mtd_ai,200,0.005057004238355185,0.42613636363636365,7238.923967893337,0.25,150,5,0.14666666666666667,0.1139389697680026,0.49431709613895713,0.0
mtd_ai,200,0.005048631417452206,0.35714285714285715,1778.3266496025014,0.05,150,5,0.17555555555555555,0.17975702204812707,0.2210043200392111,0.0
mtd_ai,200,0.005048631417452206,0.38461538461538464,3413.0550714062556,0.1,150,5,0.17555555555555555,0.17975702204812707,0.2210043200392111,0.0
mtd_ai,200,0.005048631417452206,0.45918367346938777,3812.8280056937556,0.15,150,5,0.17555555555555555,0.17975702204812707,0.2210043200392111,0.0
mtd_ai,200,0.005048631417452206,0.5084745762711864,4311.62947233415,0.2,150,5,0.17555555555555555,0.17975702204812707,0.2210043200392111,0.0
mtd_ai,200,0.005048631417452206,0.5208333333333334,4961.5194381954825,0.25,150,5,0.17555555555555555,0.17975702204812707,0.2210043200392111,0.0
mtd_ai,200,0.005079560985009118,0.3409090909090909,2342.029318043813,0.05,150,5,0.157,0.1721265547758849,0.7471196832108865,0.0
mtd_ai,200,0.005079560985009118,0.38461538461538464,3490.427306663365,0.1,150,5,0.157,0.1721265547758849,0.7471196832108865,0.0
mtd_ai,200,0.005079560985009118,0.45918367346938777,4003.7343539767326,0.15,150,5,0.157,0.1721265547758849,0.7471196832108865,0.0
mtd_ai,200,0.005079560985009118,0.45454545454545453,4949.2409940768675,0.2,150,5,0.157,0.1721265547758849,0.7471196832108865,0.0
mtd_ai,200,0.005079560985009118,0.487012987012987,5394.148416181218,0.25,150,5,0.157,0.1721265547758849,0.7471196832108865,0.0
mtd_ai,200,0.0050428206562712794,0.35714285714285715,2438.192984115373,0.05,150,5,0.1297777777777778,0.6796301668921939,2.894143307230419,0.0
mtd_ai,200,0.0050428206562712794,0.42857142857142855,3465.3027221903817,0.1,150,5,0.1297777777777778,0.6796301668921939,2.894143307230419,0.0
mtd_ai,200,0.0050428206562712794,0.4787234042553192,4085.5960427193113,0.15,150,5,0.1297777777777778,0.6796301668921939,2.894143307230419,0.0
mtd_ai,200,0.0050428206562712794,0.47619047619047616,5171.838950822427,0.2,150,5,0.1297777777777778,0.6796301668921939,2.894143307230419,0.0
mtd_ai,200,0.0050428206562712794,0.5136986301369864,5477.389201608544,0.25,150,5,0.1297777777777778,0.6796301668921939,2.894143307230419,0.0
mtd_ai,200,0.0050627687926549725,0.4166666666666667,1506.2497922450157,0.05,150,5,0.14666666666666667,0.8948906607211462,2.9921797317740486,0.0
mtd_ai,200,0.0050627687926549725,0.5357142857142857,2089.2633055222495,0.1,150,5,0.14666666666666667,0.8948906607211462,2.9921797317740486,0.0
mtd_ai,200,0.0050627687926549725,0.5232558139534884,3577.524549545612,0.15,150,5,0.14666666666666667,0.8948906607211462,2.9921797317740486,0.0
mtd_ai,200,0.0050627687926549725,0.5555555555555556,4087.1163373403006,0.2,150,5,0.14666666666666667,0.8948906607211462,2.9921797317740486,0.0
mtd_ai,200,0.0050627687926549725,0.5681818181818182,4712.875738745212,0.25,150,5,0.14666666666666667,0.8948906607211462,2.9921797317740486,0.0
mtd_ai,200,0.005065746679306392,0.16304347826086957,2696.6409682635453,0.05,150,5,0.157,1.6244590993462005,4.0603957267077195,0.0
mtd_ai,200,0.005065746679306392,0.22727272727272727,4365.0137740357695,0.1,150,5,0.157,1.6244590993462005,4.0603957267077195,0.0
mtd_ai,200,0.005065746679306392,0.2710843373493976,5172.33654168308,0.15,150,5,0.157,1.6244590993462005,4.0603957267077195,0.0
mtd_ai,200,0.005065746679306392,0.3125,6204.381862721973,0.2,150,5,0.157,1.6244590993462005,4.0603957267077195,0.0
mtd_ai,200,0.005065746679306392,0.3472222222222222,6603.764551333028,0.25,150,5,0.157,1.6244590993462005,4.0603957267077195,0.0
mtd_ai,200,0.0050358401271434865,0.3125,2041.67428134451,0.05,150,5,0.09844444444444443,0.6896815875575418,2.143362306943475,0.0
mtd_ai,200,0.0050358401271434865,0.29411764705882354,4319.420677551538,0.1,150,5,0.09844444444444443,0.6896815875575418,2.143362306943475,0.0
