Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size,exposed_endpoints,attack_path_exposure,ROA,risk,shortest_path_variability,downtime_ratio,agent_time_ratio,mtd_action_ratio
mtd_ai,200,0.005088797795821351,0.39473684210526316,1696.0779142507188,0.05,150,5,0.2315396825396826,0.9679410326804582,3.391627522590992,0.0,0.27665767857919427,0.0006976228299354282,0.8888888888888888
mtd_ai,200,0.005088797795821351,0.42857142857142855,3102.347223412299,0.1,150,5,0.2315396825396826,0.9679410326804582,3.391627522590992,0.0,0.27665767857919427,0.0006976228299354282,0.8888888888888888
mtd_ai,200,0.005088797795821351,0.4787234042553192,3707.1622458802617,0.15,150,5,0.2315396825396826,0.9679410326804582,3.391627522590992,0.0,0.27665767857919427,0.0006976228299354282,0.8888888888888888
mtd_ai,200,0.005088797795821351,0.5,4479.861348386456,0.2,150,5,0.2315396825396826,0.9679410326804582,3.391627522590992,0.0,0.27665767857919427,0.0006976228299354282,0.8888888888888888
mtd_ai,200,0.005088797795821351,0.5597014925373134,4893.309437434816,0.25,150,5,0.2315396825396826,0.9679410326804582,3.391627522590992,0.0,0.27665767857919427,0.0006976228299354282,0.8888888888888888
mtd_ai,200,0.00508768181751602,0.5,1116.364741016721,0.05,150,5,0.16055555555555553,2.348145373858025,5.039135339745354,0.0,0.2518004045752327,0.0001194850954870594,0.8048780487804879
mtd_ai,200,0.00508768181751602,0.5,2418.061221421587,0.1,150,5,0.16055555555555553,2.348145373858025,5.039135339745354,0.0,0.2518004045752327,0.0001194850954870594,0.8048780487804879
mtd_ai,200,0.00508768181751602,0.5,3806.589113942917,0.15,150,5,0.16055555555555553,2.348145373858025,5.039135339745354,0.0,0.2518004045752327,0.0001194850954870594,0.8048780487804879
mtd_ai,200,0.00508768181751602,0.5263157894736842,4615.1719412237335,0.2,150,5,0.16055555555555553,2.348145373858025,5.039135339745354,0.0,0.2518004045752327,0.0001194850954870594,0.8048780487804879
mtd_ai,200,0.00508768181751602,0.5769230769230769,5072.678402695397,0.25,150,5,0.16055555555555553,2.348145373858025,5.039135339745354,0.0,0.2518004045752327,0.0001194850954870594,0.8048780487804879
mtd_ai,200,0.005046878905414888,0.3,2321.9059408657095,0.05,150,5,0.14666666666666667,1.5586561930374747,2.891636503706877,0.0,0.22218744910916244,9.025306025954611e-05,0.7346938775510204
mtd_ai,200,0.005046878905414888,0.375,3228.411636645591,0.1,150,5,0.14666666666666667,1.5586561930374747,2.891636503706877,0.0,0.22218744910916244,9.025306025954611e-05,0.7346938775510204
mtd_ai,200,0.005046878905414888,0.42452830188679247,4464.075451797114,0.15,150,5,0.14666666666666667,1.5586561930374747,2.891636503706877,0.0,0.22218744910916244,9.025306025954611e-05,0.7346938775510204
mtd_ai,200,0.005046878905414888,0.47619047619047616,5026.406099672658,0.2,150,5,0.14666666666666667,1.5586561930374747,2.891636503706877,0.0,0.22218744910916244,9.025306025954611e-05,0.7346938775510204
mtd_ai,200,0.005046878905414888,0.5136986301369864,5720.043500707838,0.25,150,5,0.14666666666666667,1.5586561930374747,2.891636503706877,0.0,0.22218744910916244,9.025306025954611e-05,0.7346938775510204
mtd_ai,200,0.005063158242084135,0.19736842105263158,3623.4691203405328,0.05,150,5,0.16733333333333333,0.0044669388080739334,0.011576393283818055,0.0,0.3000445335484193,0.00012583251875692908,0.6612903225806451
mtd_ai,200,0.005063158242084135,0.29411764705882354,4232.144091130405,0.1,150,5,0.16733333333333333,0.0044669388080739334,0.011576393283818055,0.0,0.3000445335484193,0.00012583251875692908,0.6612903225806451
mtd_ai,200,0.005063158242084135,0.3409090909090909,4941.401311585918,0.15,150,5,0.16733333333333333,0.0044669388080739334,0.011576393283818055,0.0,0.3000445335484193,0.00012583251875692908,0.6612903225806451
mtd_ai,200,0.005063158242084135,0.33707865168539325,6243.839487962479,0.2,150,5,0.16733333333333333,0.0044669388080739334,0.011576393283818055,0.0,0.3000445335484193,0.00012583251875692908,0.6612903225806451
mtd_ai,200,0.005063158242084135,0.3826530612244898,6584.210224601628,0.25,150,5,0.16733333333333333,0.0044669388080739334,0.011576393283818055,0.0,0.3000445335484193,0.00012583251875692908,0.6612903225806451
mtd_ai,200,0.005069832991465747,0.26785714285714285,2277.484572211504,0.05,150,5,0.15333333333333332,0.14973193937022863,0.6581467612309128,0.0,0.20875832017141885,8.798001801546332e-05,0.7368421052631579
mtd_ai,200,0.005069832991465747,0.38461538461538464,2861.657602043114,0.1,150,5,0.15333333333333332,0.14973193937022863,0.6581467612309128,0.0,0.20875832017141885,8.798001801546332e-05,0.7368421052631579
mtd_ai,200,0.005069832991465747,0.4017857142857143,3918.7574181256014,0.15,150,5,0.15333333333333332,0.14973193937022863,0.6581467612309128,0.0,0.20875832017141885,8.798001801546332e-05,0.7368421052631579
mtd_ai,200,0.005069832991465747,0.4225352112676056,4738.124311569703,0.2,150,5,0.15333333333333332,0.14973193937022863,0.6581467612309128,0.0,0.20875832017141885,8.798001801546332e-05,0.7368421052631579
mtd_ai,200,0.005069832991465747,0.41208791208791207,6570.867332451878,0.25,150,5,0.15333333333333332,0.14973193937022863,0.6581467612309128,0.0,0.20875832017141885,8.798001801546332e-05,0.7368421052631579
mtd_ai,200,0.0050705485041036115,0.32608695652173914,2530.3779947161725,0.05,150,5,0.1,0.5900821546874132,1.5797752355480652,0.0,0.20988198797353932,0.00010834372096601383,0.8181818181818182
mtd_ai,200,0.0050705485041036115,0.40540540540540543,3456.9831131710234,0.1,150,5,0.1,0.5900821546874132,1.5797752355480652,0.0,0.20988198797353932,0.00010834372096601383,0.8181818181818182
